city,military_base
Davenport,FALSE
Stickney,FALSE
McEwensville,FALSE
Pryorsburg,FALSE
Silver Creek,FALSE
Malcom,FALSE
Riverbend,FALSE
Carbon,FALSE
Waldo,FALSE
Bowles,FALSE
Cary,FALSE
Horseshoe Lake,FALSE
Monterey Park Tract,FALSE
Toms Brook,FALSE
Bayside,FALSE
Spring Creek,FALSE
Delight,FALSE
Newport Center,FALSE
Allenwood,FALSE
Herman,FALSE
Leland,FALSE
Bradshaw,FALSE
Pamelia Center,FALSE
Kenton,FALSE
Emigrant,FALSE
St. Thomas,FALSE
Grand Junction,FALSE
Zaleski,FALSE
Maurice,FALSE
New Hampton,FALSE
Lake Ann,FALSE
Rollinsville,FALSE
Alberta,FALSE
Stonewall,FALSE
Ardentown,FALSE
Rowley,FALSE
Glen Echo,FALSE
Blue Mound,FALSE
Deep River,FALSE
Searles,FALSE
Arcadia,FALSE
Castalia,FALSE
Protivin,FALSE
Falcon,FALSE
Howe,FALSE
St. Charles,FALSE
Elliott,FALSE
Boykin,FALSE
Hays,FALSE
Grays River,FALSE
Wildwood,FALSE
Rockville,FALSE
Thompson,FALSE
Bartley,FALSE
Narrowsburg,FALSE
Lyons Switch,FALSE
Carson,FALSE
Mapleton,FALSE
Manchester,FALSE
Athens,FALSE
Bruning,FALSE
Homeland,FALSE
Princeton,FALSE
Winston,FALSE
Golf,FALSE
Conroy,FALSE
Savage,FALSE
Brodnax,FALSE
Cedar Crest,FALSE
Emery,FALSE
Georgetown,FALSE
Fidelity,FALSE
Freedom,FALSE
Prescott,FALSE
Old Washington,FALSE
New Holland,FALSE
Lake Lorraine,FALSE
Drake,FALSE
Paxtonville,FALSE
Farmersburg,FALSE
Bradshaw,FALSE
Iliff,FALSE
Hazleton,FALSE
Interlochen,FALSE
Michigan City,FALSE
Fowlerton,FALSE
Westfir,FALSE
Bush,FALSE
Garden City,FALSE
Jemez Springs,FALSE
Oakhurst,FALSE
Lewistown,FALSE
Newcastle,FALSE
Anderson,FALSE
Augusta,FALSE
Palco,FALSE
Roseland,FALSE
Smartsville,FALSE
Kelliher,FALSE
Theodosia,FALSE
Sumner,FALSE
Bellmont,FALSE
Milton,FALSE
Hallam,FALSE
Island Park,FALSE
Milligan,FALSE
Parker,FALSE
Sobieski,FALSE
Sawyerville,FALSE
Mentasta Lake,FALSE
Wingate,FALSE
Jennings,FALSE
Kiron,FALSE
Tajique,FALSE
Lewistown Heights,FALSE
Auburntown,FALSE
Conetoe,FALSE
Hiddenite,FALSE
Allerton,FALSE
Sylvan Grove,FALSE
Crayne,FALSE
Pajarito Mesa,FALSE
Navajo Dam,FALSE
Ragsdale,FALSE
Fairfield,FALSE
Gumbranch,FALSE
Groveland Station,FALSE
County Line,FALSE
Gentryville,FALSE
Crawfordsville,FALSE
Longdale,FALSE
Flatwoods,FALSE
Lead Hill,FALSE
Henry,FALSE
Rockport,FALSE
Big Spring,FALSE
Tower City,FALSE
Vienna,FALSE
Woodbury,FALSE
Gladstone,FALSE
Bonnieville,FALSE
James City,FALSE
Uniontown,FALSE
Courtland,FALSE
Wadsworth,FALSE
Miamiville,FALSE
Lynn,FALSE
East Springfield,FALSE
Modale,FALSE
Days Creek,FALSE
Parnell,FALSE
Milledgeville,FALSE
Shungnak,FALSE
Chancellor,FALSE
St. Hilaire,FALSE
Black Oak,FALSE
Barry,FALSE
Mount Clare,FALSE
Toronto,FALSE
Fayette,FALSE
Blain,FALSE
Dixie Inn,FALSE
Defiance,FALSE
Climax,FALSE
Pulaski,FALSE
Braden,FALSE
Wheeling,FALSE
Coulter,FALSE
Sturgis,FALSE
Jamestown,FALSE
Murdock,FALSE
Ashland,FALSE
Quinwood,FALSE
Stoney Point,FALSE
Gifford,FALSE
Cragsmoor,FALSE
Greensboro Bend,FALSE
Downing,FALSE
Los Alvarez,FALSE
High Bridge,FALSE
Newington,FALSE
Langston,FALSE
Worley,FALSE
Brookside,FALSE
Ambler,FALSE
Lindsay,FALSE
La Escondida,FALSE
Cove,FALSE
Neosho Rapids,FALSE
New Ringgold,FALSE
Hundred,FALSE
Hornsby,FALSE
Renwick,FALSE
Climax,FALSE
Almyra,FALSE
East Gillespie,FALSE
Tiro,FALSE
Garden,FALSE
Maalaea,FALSE
Knobel,FALSE
Stantonville,FALSE
Glencoe,FALSE
Genoa,FALSE
Los Altos,FALSE
Donnelsville,FALSE
Walterhill,FALSE
Vanduser,FALSE
Longville,FALSE
Milladore,FALSE
Rodessa,FALSE
Salton Sea Beach,FALSE
Free Union,FALSE
El Moro,FALSE
Bayard,FALSE
Westport,FALSE
Donaldson,FALSE
Schneider,FALSE
Ransom,FALSE
Berry,FALSE
Carlton,FALSE
Hillrose,FALSE
Cornfields,FALSE
Emmett,FALSE
Chidester,FALSE
Otis,FALSE
McNabb,FALSE
Shiloh,FALSE
Melrose,FALSE
Maquon,FALSE
Richburg,FALSE
Earl,FALSE
Robertsville,FALSE
Moran,FALSE
Orrstown,FALSE
Walkerville,FALSE
Prado Verde,FALSE
Medicine Bow,FALSE
Louin,FALSE
Henderson,FALSE
Linneus,FALSE
Lake Tekakwitha,FALSE
Dickens,FALSE
Dwight,FALSE
Mulhall,FALSE
Sammons Point,FALSE
Kingsville,FALSE
Shaktoolik,FALSE
Gulfcrest,FALSE
Iroquois,FALSE
Perrytown,FALSE
White Oak,FALSE
Brashear,FALSE
East Point,FALSE
Mallard,FALSE
Brule,FALSE
Alpine,FALSE
Toccopola,FALSE
Easton,FALSE
Bovill,FALSE
Eckley,FALSE
Rowena,FALSE
Temperanceville,FALSE
Glenbrook,FALSE
Dripping Springs,FALSE
Snelling,FALSE
Huslia,FALSE
Wardensville,FALSE
Itmann,FALSE
Klagetoh,FALSE
Repton,FALSE
Willow Creek,FALSE
Talmo,FALSE
Dryville,FALSE
Hendricks,FALSE
Fayetteville,FALSE
Lyman,FALSE
Skidmore,FALSE
Geneseo,FALSE
Mingus,FALSE
Dubberly,FALSE
Floridatown,FALSE
Indianola,FALSE
Copake Hamlet,FALSE
Corunna,FALSE
Johnson,FALSE
Walker,FALSE
Halbur,FALSE
Bay View,FALSE
Plattville,FALSE
Dedham,FALSE
Cedar Point,FALSE
Hewitt,FALSE
Heath,FALSE
Lucky,FALSE
Chambers,FALSE
Kensett,FALSE
Matlacha Isles-Matlacha Shores,FALSE
Witherbee,FALSE
Waterloo,FALSE
Parrott,FALSE
Marietta,FALSE
Greenhorn,FALSE
Scranton,FALSE
Plainville,FALSE
Bushton,FALSE
Arcadia,FALSE
Sasser,FALSE
Garvin,FALSE
Goshen,FALSE
Yorkville,FALSE
Deloit,FALSE
Clarksdale,FALSE
Ponderosa,FALSE
Kremlin,FALSE
Fulton,FALSE
Charleston Park,FALSE
Valle,FALSE
Rocheport,FALSE
Diller,FALSE
Freedom Acres,FALSE
Corwith,FALSE
Echo,FALSE
Howell,FALSE
Herminie,FALSE
Albion,FALSE
Morrison Crossroads,FALSE
Glenwood,FALSE
Sanford,FALSE
Wolbach,FALSE
Wellsville,FALSE
La Motte,FALSE
Davenport Center,FALSE
Midville,FALSE
Rock River,FALSE
Trowbridge,FALSE
Kaktovik,FALSE
Prescott,FALSE
Spring Branch,FALSE
Gays,FALSE
White Hills,FALSE
Long,FALSE
Alice Acres,FALSE
Cairo,FALSE
Dillon Beach,FALSE
Tecolotito,FALSE
Benjamin,FALSE
Rufus,FALSE
Buck Run,FALSE
Greensburg,FALSE
Waggoner,FALSE
Amherst,FALSE
Fowlerton,FALSE
Parmele,FALSE
Moscow,FALSE
Winston,FALSE
Linn Creek,FALSE
Granville,FALSE
Braggs,FALSE
Wixon Valley,FALSE
Villard,FALSE
Goltry,FALSE
Trinity Village,FALSE
Jefferson,FALSE
Soper,FALSE
Fairview,FALSE
Brookville,FALSE
Sugar City,FALSE
Table Rock,FALSE
Tuleta,FALSE
Centertown,FALSE
Bakerhill,FALSE
Malinta,FALSE
Parkdale,FALSE
Ironton,FALSE
Carmine,FALSE
Backus,FALSE
Avoca,FALSE
Sibley,FALSE
Hunter,FALSE
Hope,FALSE
New Alexandria,FALSE
Ivesdale,FALSE
Delta,FALSE
Alta Vista,FALSE
Le Roy,FALSE
Carter,FALSE
Clifford,FALSE
Keo,FALSE
Fresno,FALSE
Fields Landing,FALSE
Metaline Falls,FALSE
Eagle Nest,FALSE
Collinston,FALSE
Utica,FALSE
Dixon,FALSE
Swall Meadows,FALSE
Walcott,FALSE
Highland,FALSE
Tollette,FALSE
Ten Sleep,FALSE
Martelle,FALSE
Castleford,FALSE
Boulder Flats,FALSE
Platter,FALSE
Bartow,FALSE
Sheep Springs,FALSE
Big Cabin,FALSE
Santa Rita,FALSE
New Suffolk,FALSE
Delco,FALSE
Redfield,FALSE
Maywood,FALSE
Litchfield,FALSE
Mantoloking,FALSE
Aniwa,FALSE
Geraldine,FALSE
Lula,FALSE
Alvan,FALSE
Bear Creek Village,FALSE
Lu Verne,FALSE
Chelsea,FALSE
Jamestown,FALSE
New Effington,FALSE
Eitzen,FALSE
Abercrombie,FALSE
Port Hope,FALSE
Venango,FALSE
Dalton,FALSE
Cheraw,FALSE
Angie,FALSE
Tanana,FALSE
Lebanon,FALSE
Cruzville,FALSE
Lockbourne,FALSE
Marble City,FALSE
Brandonville,FALSE
Three Rocks,FALSE
Santa Cruz,FALSE
Elcho,FALSE
Fairview,FALSE
Perry,FALSE
Dillsboro,FALSE
Ostrander,FALSE
Wynnedale,FALSE
Port William,FALSE
Dover,FALSE
Denning,FALSE
Harrell,FALSE
Harveyville,FALSE
Elmer City,FALSE
McFarland,FALSE
Pope,FALSE
Magnolia,FALSE
Belcher,FALSE
Atqasuk,FALSE
Summerfield,FALSE
Denton,FALSE
Canada Creek Ranch,FALSE
Perla,FALSE
La Plant,FALSE
Kennebec,FALSE
Little Meadows,FALSE
Luxemburg,FALSE
Houston Lake,FALSE
Murdock,FALSE
Peoa,FALSE
Cunningham,FALSE
Decker,FALSE
Vera,FALSE
Cumberland,FALSE
Cassel,FALSE
Condon,FALSE
Low Moor,FALSE
Porcupine,FALSE
Groveland,FALSE
Galt,FALSE
Irwin,FALSE
Pinesburg,FALSE
Mashantucket,FALSE
Dendron,FALSE
Lewisville,FALSE
Gilmore,FALSE
Chandler,FALSE
Fulton,FALSE
Silver City,FALSE
Wellston,FALSE
Two Strike,FALSE
Widener,FALSE
Streetman,FALSE
Bonita,FALSE
Yellow Pine,FALSE
Pinedale,FALSE
Forest City,FALSE
Wortham,FALSE
Cabery,FALSE
Greencastle,FALSE
Eugene,FALSE
Jacob City,FALSE
Nikolaevsk,FALSE
Woodland,FALSE
Breckenridge,FALSE
Browning,FALSE
Lyon Mountain,FALSE
Frohna,FALSE
Bryant,FALSE
Waucoma,FALSE
Ewing,FALSE
Copper Center,FALSE
Bluff,FALSE
Swan Valley,FALSE
Okreek,FALSE
Eastport,FALSE
Grainfield,FALSE
Grafton,FALSE
Baskin,FALSE
Henderson,FALSE
Saddlebrooke,FALSE
Thawville,FALSE
Sweet Water,FALSE
Anamoose,FALSE
Powellsville,FALSE
Letona,FALSE
Edgemont,FALSE
Vandemere,FALSE
Reeves,FALSE
Torrey,FALSE
Daggett,FALSE
Noble,FALSE
Harvey,FALSE
White Signal,FALSE
Elmira,FALSE
Westbrook,FALSE
Drowning Creek,FALSE
Fallston,FALSE
Pecktonville,FALSE
Hiouchi,FALSE
Mosquito Lake,FALSE
Sandy Hook,FALSE
Emerald Beach,FALSE
Macedonia,FALSE
Wall Lane,FALSE
Nulato,FALSE
Spickard,FALSE
Richview,FALSE
Millican,FALSE
Willow Lake,FALSE
Newtown,FALSE
Humptulips,FALSE
Montour,FALSE
Lane,FALSE
Oconee,FALSE
Glen Ridge,FALSE
Mulat,FALSE
Klickitat,FALSE
Union,FALSE
Iaeger,FALSE
Hinsdale,FALSE
Higginsport,FALSE
Dix,FALSE
Modoc,FALSE
Hayward,FALSE
Hamilton,FALSE
Willard,FALSE
Castor,FALSE
La Liga,FALSE
Anderson,FALSE
Cisco,FALSE
Poston,FALSE
Greeley,FALSE
Agency Village,FALSE
Paisley,FALSE
Old Fort,FALSE
Mullinville,FALSE
Steward,FALSE
Woodson,FALSE
Bath,FALSE
Agra,FALSE
Vansant,FALSE
Hilltop,FALSE
Montpelier,FALSE
Boynton,FALSE
Boulder,FALSE
Connorville,FALSE
Madison,FALSE
Talmage,FALSE
Blue Springs,FALSE
Slaughter Beach,FALSE
Pemberton,FALSE
Schuyler,FALSE
Thorp,FALSE
Keswick,FALSE
Central Pacolet,FALSE
Ames,FALSE
Hickory Ridge,FALSE
Greensboro,FALSE
Pottersville,FALSE
Pace,FALSE
Boon,FALSE
Pisgah,FALSE
Sims,FALSE
Wadena,FALSE
Partridge,FALSE
Monetta,FALSE
Taylor Landing,FALSE
Lansford,FALSE
Young Place,FALSE
Kappa,FALSE
Gillsville,FALSE
Menominee,FALSE
Womelsdorf,FALSE
Briarcliff,FALSE
Grand Cane,FALSE
Watha,FALSE
Yale,FALSE
Raiford,FALSE
Zumbro Falls,FALSE
Kingsbury,FALSE
Homa Hills,FALSE
Sweetwater,FALSE
Nettle Lake,FALSE
Hardinsburg,FALSE
Crossnore,FALSE
Leamington,FALSE
Marquette,FALSE
Fort Peck,FALSE
Malta Bend,FALSE
Schubert,FALSE
Hopewell,FALSE
Harmon,FALSE
Union Dale,FALSE
Ranchette Estates,FALSE
Severn,FALSE
Fontana,FALSE
Winesburg,FALSE
Troy Grove,FALSE
Holstein,FALSE
East Thermopolis,FALSE
Schell City,FALSE
Lexa,FALSE
Meservey,FALSE
Woodlawn,FALSE
Flintstone,FALSE
Taft,FALSE
Livonia Center,FALSE
Addieville,FALSE
Edesville,FALSE
Hillsboro,FALSE
Ebony,FALSE
Morgan City,FALSE
Bowers,FALSE
Mountain,FALSE
Country Acres,FALSE
Ste. Marie,FALSE
Potter,FALSE
Meno,FALSE
Prescott,FALSE
Rosston,FALSE
Blackburn,FALSE
Milroy,FALSE
Teller,FALSE
Guinda,FALSE
Bentonville,FALSE
Peoria,FALSE
North Sultan,FALSE
Sandia Park,FALSE
Constableville,FALSE
Del Mar Heights,FALSE
Saratoga,FALSE
Brainards,FALSE
Garland,FALSE
Midway,FALSE
Shady Dale,FALSE
Waco,FALSE
Berkey,FALSE
Sandy Point,FALSE
The Plains,FALSE
Parc,FALSE
Springview,FALSE
New Riegel,FALSE
Glenwood,FALSE
Lexington,FALSE
Michigamme,FALSE
Peoria,FALSE
Newtown,FALSE
Bluebell,FALSE
Lake Lillian,FALSE
Upper Kalskag,FALSE
Carl,FALSE
Fredonia,FALSE
Gorst,FALSE
Bethune,FALSE
Cashtown,FALSE
Bronaugh,FALSE
Little Creek,FALSE
Cypress,FALSE
Interlaken,FALSE
Sanders,FALSE
Williams,FALSE
Peetz,FALSE
Twin Lakes,FALSE
Orient,FALSE
Twin Lakes,FALSE
New Harmony,FALSE
Mount Eaton,FALSE
North Bay,FALSE
Radisson,FALSE
Wolverine,FALSE
Sandy Hook,FALSE
Ryegate,FALSE
Henning,FALSE
Creswell,FALSE
Liberty,FALSE
Vallecito,FALSE
Candelero Abajo,FALSE
Donnelly,FALSE
Prompton,FALSE
Bone Gap,FALSE
Alsea,FALSE
Galisteo,FALSE
Kangley,FALSE
Easton,FALSE
Walton,FALSE
Pachuta,FALSE
Boones Mill,FALSE
E. Lopez,FALSE
Fenton,FALSE
Martinsburg,FALSE
Kipton,FALSE
Concord,FALSE
Nason,FALSE
Manor Creek,FALSE
Bison,FALSE
Denton,FALSE
Leavenworth,FALSE
Oak Ridge,FALSE
McCutchenville,FALSE
Summer Shade,FALSE
Mount Carmel,FALSE
Rabbit Hash,FALSE
Clyde,FALSE
Aspers,FALSE
Duane Lake,FALSE
Bessemer Bend,FALSE
Western,FALSE
Crystal Lake,FALSE
Woodland Hills,FALSE
Applegate,FALSE
Gilby,FALSE
Pontiac,FALSE
Orchard Hill,FALSE
Cromwell,FALSE
Venice,FALSE
Stites,FALSE
Bardolph,FALSE
Chesterville,FALSE
Coldiron,FALSE
Springfield,FALSE
Rogersville,FALSE
Alto Bonito Heights,FALSE
Macdona,FALSE
Basin,FALSE
New Post,FALSE
Jennings,FALSE
Ackerly,FALSE
Staplehurst,FALSE
Lemon Cove,FALSE
Bigelow,FALSE
Warfield,FALSE
Severy,FALSE
Nixon,FALSE
Kit Carson,FALSE
Saxis,FALSE
Pawnee Rock,FALSE
Rico,FALSE
Jerico Springs,FALSE
Branch,FALSE
Center Point,FALSE
Tamaha,FALSE
Madrid,FALSE
Elm Grove,FALSE
Laurel,FALSE
Hobson,FALSE
Roaring Springs,FALSE
Callaway,FALSE
Leonard,FALSE
Vina,FALSE
Pavillion,FALSE
Crossgate,FALSE
Goldsboro,FALSE
Darling,FALSE
Rensselaer,FALSE
Lenora,FALSE
Oliver,FALSE
Kistler,FALSE
Roosevelt,FALSE
Fitzhugh,FALSE
White City,FALSE
Grinnell,FALSE
Pyatt,FALSE
Pungoteague,FALSE
Page,FALSE
Trent,FALSE
Scranton,FALSE
Paton,FALSE
Greenview,FALSE
Seneca,FALSE
Cullomburg,FALSE
Roopville,FALSE
Plaucheville,FALSE
Pease,FALSE
Forsan,FALSE
Yorkana,FALSE
Fredonia,FALSE
Rockford,FALSE
Kings Point,FALSE
Dos Palos Y,FALSE
Unionville Center,FALSE
Buckner,FALSE
Emma,FALSE
Amsterdam,FALSE
Creston,FALSE
Grandin,FALSE
Nilwood,FALSE
Campbell Station,FALSE
Miguel Barrera,FALSE
Olancha,FALSE
Seagrove,FALSE
Darbyville,FALSE
Gary,FALSE
Horn Hill,FALSE
Caroline,FALSE
Orason,FALSE
Lexington,FALSE
St. Francis,FALSE
Benedict,FALSE
Summit,FALSE
Olar,FALSE
Pamplin City,FALSE
North Hartland,FALSE
Momeyer,FALSE
Catarina,FALSE
Mesa Vista,FALSE
Elrosa,FALSE
Holcombe,FALSE
Spring Lake,FALSE
Keene,FALSE
Kirbyville,FALSE
Barrera,FALSE
Omaha,FALSE
Sperryville,FALSE
Willow Hill,FALSE
Napoleon,FALSE
Clam Gulch,FALSE
Walnut,FALSE
Kite,FALSE
Fort Laramie,FALSE
Lima,FALSE
Frontenac,FALSE
Phippsburg,FALSE
Smithland,FALSE
Cedar Hill Lakes,FALSE
Packwood,FALSE
Lake Wilson,FALSE
New Columbus,FALSE
Glen Campbell,FALSE
Flensburg,FALSE
Hoople,FALSE
Morrill,FALSE
Creola,FALSE
Marathon,FALSE
Bakersfield,FALSE
Point Lay,FALSE
La Presa,FALSE
Ambia,FALSE
Belknap,FALSE
Reading,FALSE
Waldorf,FALSE
Valle Crucis,FALSE
Nebo,FALSE
Lanare,FALSE
Greenwood,FALSE
Darden,FALSE
Sherwood,FALSE
Elbing,FALSE
Fort Green,FALSE
Leland,FALSE
Blanford,FALSE
Gratiot,FALSE
Sweden Valley,FALSE
Bonanza Mountain Estates,FALSE
Wakarusa,FALSE
Blue,FALSE
Gila,FALSE
Corinth,FALSE
East Pleasant View,FALSE
Asbury,FALSE
Snake Creek,FALSE
Ravenna,FALSE
Louisville,FALSE
Elba,FALSE
Munson,FALSE
Rexford,FALSE
Avera,FALSE
Maxeys,FALSE
Three Mile Bay,FALSE
Nisland,FALSE
Salladasburg,FALSE
Griffithville,FALSE
Robinson,FALSE
Forest City,FALSE
Henrieville,FALSE
Detroit,FALSE
East Hope,FALSE
Minnewaukan,FALSE
Twilight,FALSE
Kawela Bay,FALSE
Troutville,FALSE
Lane,FALSE
Fronton,FALSE
Ballantine,FALSE
Pollock,FALSE
Rifton,FALSE
Owendale,FALSE
Portersville,FALSE
Mehama,FALSE
Painter,FALSE
Lakeview Heights,FALSE
Taylorsville,FALSE
Pottawattamie Park,FALSE
Bethany,FALSE
Rogers,FALSE
Creedmoor,FALSE
Walloon Lake,FALSE
Dadeville,FALSE
Burna,FALSE
Pymatuning North,FALSE
Losantville,FALSE
Cobalt,FALSE
Hubbard,FALSE
Mineola,FALSE
Lake Almanor West,FALSE
La Ward,FALSE
Damascus,FALSE
Whitley Gardens,FALSE
Goodman,FALSE
Mackville,FALSE
Pineville,FALSE
Owaneco,FALSE
Pickstown,FALSE
Lignite,FALSE
Curryville,FALSE
New Providence,FALSE
Craig,FALSE
Tetlin,FALSE
Wachapreague,FALSE
Harrisville,FALSE
Fostoria,FALSE
Healy,FALSE
Madisonburg,FALSE
Washta,FALSE
Olds,FALSE
Keystone,FALSE
Mentor,FALSE
Harrison,FALSE
Marland,FALSE
Medicine Lake,FALSE
Bourneville,FALSE
Hanover,FALSE
Noxon,FALSE
Bath,FALSE
Burnside,FALSE
Lostine,FALSE
Riverdale,FALSE
Kelford,FALSE
Rupert,FALSE
Dudley,FALSE
Dougherty,FALSE
Jensen,FALSE
Uehling,FALSE
Winger,FALSE
Mineral,FALSE
De Kalb,FALSE
Mountain Meadows,FALSE
Bryce Canyon City,FALSE
Buckland,FALSE
Norwood,FALSE
Chester,FALSE
Malden-on-Hudson,FALSE
Gilmore,FALSE
West Havre,FALSE
Greenwald,FALSE
Sheppton,FALSE
Harborton,FALSE
Burdett,FALSE
Lismore,FALSE
Heflin,FALSE
Hills and Dales,FALSE
North Star,FALSE
Berger,FALSE
Rutledge,FALSE
East Salem,FALSE
Ruthton,FALSE
Taylors Island,FALSE
Smithfield,FALSE
Campbellton,FALSE
Andersonville,FALSE
Lake Ka-Ho,FALSE
Jeddito,FALSE
Skykomish,FALSE
Gratiot,FALSE
Clatonia,FALSE
Highland Park,FALSE
Glacier View,FALSE
Chunchula,FALSE
Goose Lake,FALSE
Navarro,FALSE
Jewett,FALSE
Lineville,FALSE
Caney City,FALSE
Meta,FALSE
Hanksville,FALSE
Clear Lake,FALSE
Hanlontown,FALSE
McCook,FALSE
Aleknagik,FALSE
Wyola,FALSE
Detroit,FALSE
Askewville,FALSE
Waukau,FALSE
Sun Valley Lake,FALSE
Lynch,FALSE
Moore Station,FALSE
El Portal,FALSE
Sumner,FALSE
Landisburg,FALSE
Preston,FALSE
Wahkon,FALSE
Gorham,FALSE
Stuckey,FALSE
Welch,FALSE
Bladen,FALSE
Fisher,FALSE
Thedford,FALSE
Calvin,FALSE
Pescadero,FALSE
Houstonia,FALSE
Gilman,FALSE
East Enterprise,FALSE
Belle Valley,FALSE
Teasdale,FALSE
Hornick,FALSE
Furman,FALSE
Van Dyne,FALSE
Posen,FALSE
Merom,FALSE
Oakland,FALSE
Surry,FALSE
Loma Linda West,FALSE
Stinesville,FALSE
Wabbaseka,FALSE
Douglassville,FALSE
Madrid,FALSE
Fieldon,FALSE
Donnelly,FALSE
Imlay,FALSE
Valley Hi,FALSE
Manchester,FALSE
Jamaica,FALSE
Windsor,FALSE
Joplin,FALSE
Clarksville,FALSE
Sandyville,FALSE
Olsburg,FALSE
Phoenicia,FALSE
Bates City,FALSE
Mendota,FALSE
Cusick,FALSE
Russell,FALSE
Tustin,FALSE
Limestone,FALSE
Smoot,FALSE
Kenefic,FALSE
Delmont,FALSE
Cushing,FALSE
Zap,FALSE
Lakeline,FALSE
Jet,FALSE
Cuyamungue Grant,FALSE
Stotts City,FALSE
Graball,FALSE
Hartstown,FALSE
Riley,FALSE
Scotsdale,FALSE
Upper Stewartsville,FALSE
Whitesboro,FALSE
Ardencroft,FALSE
Seven Devils,FALSE
Cleghorn,FALSE
Harrison,FALSE
Rockdale,FALSE
Idaville,FALSE
Chugcreek,FALSE
Hollansburg,FALSE
Taylorstown,FALSE
Ford,FALSE
Virginia City,FALSE
Perrin,FALSE
Currie,FALSE
Shamrock Lakes,FALSE
Hecla,FALSE
Wellington,FALSE
Mount Hope,FALSE
Dixon,FALSE
Ludlow Falls,FALSE
Desert Center,FALSE
Toad Hop,FALSE
Jenera,FALSE
Asbury,FALSE
Victor,FALSE
Gantt,FALSE
Wilson Creek,FALSE
Livingston,FALSE
Slickville,FALSE
Weyerhaeuser,FALSE
Old Harbor,FALSE
Paxico,FALSE
Avalon,FALSE
Roswell,FALSE
Virgie,FALSE
Williamson,FALSE
South Shore,FALSE
McIntosh,FALSE
Gasconade,FALSE
Hebron,FALSE
Oden,FALSE
Camp Sherman,FALSE
Pine Hill,FALSE
Grand River,FALSE
Southern Ute,FALSE
Florida,FALSE
Meansville,FALSE
Coffee Springs,FALSE
Dennison,FALSE
Long Point,FALSE
Thurman,FALSE
Bluffton,FALSE
Elderon,FALSE
Mantee,FALSE
New Burnside,FALSE
Hambleton,FALSE
Sheldon,FALSE
Mellette,FALSE
Jesterville,FALSE
Bier,FALSE
Cherokee Strip,FALSE
Lower Santan Village,FALSE
Napoleon,FALSE
Straughn,FALSE
Phenix,FALSE
Frontier,FALSE
Seibert,FALSE
Garland,FALSE
Fisher,FALSE
Pierrepont Manor,FALSE
Lutsen,FALSE
Villa Verde,FALSE
Northrop,FALSE
Carroll,FALSE
Bryant,FALSE
Dunmor,FALSE
Ocean City,FALSE
Realitos,FALSE
Oxbow Estates,FALSE
Deer Park,FALSE
Stout,FALSE
Bassfield,FALSE
Nehawka,FALSE
Tillar,FALSE
Curtiss,FALSE
Jalapa,FALSE
Reliance,FALSE
Aline,FALSE
Roxobel,FALSE
Gresham,FALSE
Beardsley,FALSE
Sunizona,FALSE
Samoa,FALSE
Shanksville,FALSE
San Luis,FALSE
Montrose,FALSE
Larkspur,FALSE
Stanwood,FALSE
Danville,FALSE
Delmita,FALSE
St. Charles,FALSE
Woodruff,FALSE
Little River,FALSE
Elk Garden,FALSE
Maxwell,FALSE
Parral,FALSE
Mayview,FALSE
Nanwalek,FALSE
White Shield,FALSE
Garden,FALSE
Kansas,FALSE
Burnett,FALSE
Roy,FALSE
Magness,FALSE
Selden,FALSE
Tulare,FALSE
La Vina,FALSE
Wind Ridge,FALSE
Grygla,FALSE
Hornbrook,FALSE
Harvel,FALSE
Index,FALSE
Wyaconda,FALSE
Radom,FALSE
Cross Timbers,FALSE
Hazelton,FALSE
Rodríguez Hevia,FALSE
Mulberry,FALSE
Hitterdal,FALSE
Alsey,FALSE
Huttonsville,FALSE
Ashville,FALSE
Aneta,FALSE
McNary,FALSE
Ehrenfeld,FALSE
St. Regis,FALSE
Chickaloon,FALSE
Little Browning,FALSE
Mesic,FALSE
Mobile City,FALSE
Ollie,FALSE
Clear Creek,FALSE
Arkansaw,FALSE
Colp,FALSE
Vinton,FALSE
Hardesty,FALSE
Sylvania,FALSE
Joice,FALSE
Keller,FALSE
Daviston,FALSE
Augusta Springs,FALSE
Jim Falls,FALSE
Sand Coulee,FALSE
Organ,FALSE
Hanging Rock,FALSE
St. Martin,FALSE
Burns,FALSE
Buffalo,FALSE
Toronto,FALSE
Rake,FALSE
Lucas,FALSE
Gotebo,FALSE
Richvale,FALSE
Daphnedale Park,FALSE
Patriot,FALSE
Bloomington,FALSE
Caulksville,FALSE
Magnolia,FALSE
Union,FALSE
Burr Oak,FALSE
Morristown,FALSE
Fountain Run,FALSE
Helena,FALSE
Mount Gretna,FALSE
Dundee,FALSE
Washtucna,FALSE
Big Falls,FALSE
Ida,FALSE
Ursina,FALSE
Linden,FALSE
Argyle,FALSE
Panama,FALSE
Rackerby,FALSE
Hatfield,FALSE
Pocasset,FALSE
St. Johns,FALSE
Walstonburg,FALSE
Anniston,FALSE
Woodloch,FALSE
Pleasant Dale,FALSE
Conconully,FALSE
Ukiah,FALSE
Kinderhook,FALSE
Gordon,FALSE
Gilson,FALSE
Kossuth,FALSE
Franks Field,FALSE
Eastvale,FALSE
Plaza,FALSE
Jackson Center,FALSE
Garrison,FALSE
Arriba,FALSE
Nunam Iqua,FALSE
South English,FALSE
Kell,FALSE
Cantril,FALSE
Low Moor,FALSE
South Lima,FALSE
Curran,FALSE
Bynum,FALSE
Rio,FALSE
